,Area Code (ISO3),Area,Element,Year,Unit,Value,Series,Value_porcentaje,Value_porcentaje_1,Source
1281,EGY,Egypt,Total Population - Both sexes,2038,1000 persons,136314.902,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1282,EGY,Egypt,Total Population - Both sexes,2039,1000 persons,138332.239,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1283,EGY,Egypt,Total Population - Both sexes,2040,1000 persons,140350.381,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1284,EGY,Egypt,Total Population - Both sexes,2041,1000 persons,142366.342,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1285,EGY,Egypt,Total Population - Both sexes,2042,1000 persons,144378.612,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1286,EGY,Egypt,Total Population - Both sexes,2043,1000 persons,146383.314,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1287,EGY,Egypt,Total Population - Both sexes,2044,1000 persons,148376.569,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1288,EGY,Egypt,Total Population - Both sexes,2045,1000 persons,150355.053,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1289,EGY,Egypt,Total Population - Both sexes,2046,1000 persons,152316.497,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1290,EGY,Egypt,Total Population - Both sexes,2047,1000 persons,154259.169,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1291,EGY,Egypt,Total Population - Both sexes,2048,1000 persons,156181.126,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1292,EGY,Egypt,Total Population - Both sexes,2049,1000 persons,158080.717,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1293,EGY,Egypt,Total Population - Both sexes,2050,1000 persons,159956.808,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1294,EGY,Egypt,Total Population - Both sexes,2051,1000 persons,161808.055,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1295,EGY,Egypt,Total Population - Both sexes,2052,1000 persons,163634.32,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1296,EGY,Egypt,Total Population - Both sexes,2053,1000 persons,165437.37,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1297,EGY,Egypt,Total Population - Both sexes,2054,1000 persons,167219.978,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1298,EGY,Egypt,Total Population - Both sexes,2055,1000 persons,168984.276,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1299,EGY,Egypt,Total Population - Both sexes,2056,1000 persons,170730.442,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1300,EGY,Egypt,Total Population - Both sexes,2057,1000 persons,172458.074,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1301,EGY,Egypt,Total Population - Both sexes,2058,1000 persons,174168.047,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1302,EGY,Egypt,Total Population - Both sexes,2059,1000 persons,175861.277,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1303,EGY,Egypt,Total Population - Both sexes,2060,1000 persons,177538.309,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1304,EGY,Egypt,Total Population - Both sexes,2061,1000 persons,179199.385,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1305,EGY,Egypt,Total Population - Both sexes,2062,1000 persons,180844.006,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1306,EGY,Egypt,Total Population - Both sexes,2063,1000 persons,182470.942,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1307,EGY,Egypt,Total Population - Both sexes,2064,1000 persons,184078.463,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1308,EGY,Egypt,Total Population - Both sexes,2065,1000 persons,185665.114,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1309,EGY,Egypt,Total Population - Both sexes,2066,1000 persons,187230.418,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1310,EGY,Egypt,Total Population - Both sexes,2067,1000 persons,188774.02,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1311,EGY,Egypt,Total Population - Both sexes,2068,1000 persons,190294.763,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1312,EGY,Egypt,Total Population - Both sexes,2069,1000 persons,191791.35,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1313,EGY,Egypt,Total Population - Both sexes,2070,1000 persons,193262.757,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1314,EGY,Egypt,Total Population - Both sexes,2071,1000 persons,194708.309,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1315,EGY,Egypt,Total Population - Both sexes,2072,1000 persons,196127.823,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1316,EGY,Egypt,Total Population - Both sexes,2073,1000 persons,197521.446,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1317,EGY,Egypt,Total Population - Both sexes,2074,1000 persons,198889.584,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1318,EGY,Egypt,Total Population - Both sexes,2075,1000 persons,200232.539,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1319,EGY,Egypt,Total Population - Both sexes,2076,1000 persons,201550.027,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1320,EGY,Egypt,Total Population - Both sexes,2077,1000 persons,202841.743,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1321,EGY,Egypt,Total Population - Both sexes,2078,1000 persons,204107.932,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1322,EGY,Egypt,Total Population - Both sexes,2079,1000 persons,205348.944,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1323,EGY,Egypt,Total Population - Both sexes,2080,1000 persons,206564.943,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1324,EGY,Egypt,Total Population - Both sexes,2081,1000 persons,207755.706,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1325,EGY,Egypt,Total Population - Both sexes,2082,1000 persons,208920.778,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1326,EGY,Egypt,Total Population - Both sexes,2083,1000 persons,210059.74,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1327,EGY,Egypt,Total Population - Both sexes,2084,1000 persons,211172.056,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1328,EGY,Egypt,Total Population - Both sexes,2085,1000 persons,212257.142,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1329,EGY,Egypt,Total Population - Both sexes,2086,1000 persons,213314.584,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1330,EGY,Egypt,Total Population - Both sexes,2087,1000 persons,214343.72,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1331,EGY,Egypt,Total Population - Both sexes,2088,1000 persons,215343.493,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1332,EGY,Egypt,Total Population - Both sexes,2089,1000 persons,216312.599,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1333,EGY,Egypt,Total Population - Both sexes,2090,1000 persons,217249.929,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1334,EGY,Egypt,Total Population - Both sexes,2091,1000 persons,218154.641,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1335,EGY,Egypt,Total Population - Both sexes,2092,1000 persons,219026.139,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1336,EGY,Egypt,Total Population - Both sexes,2093,1000 persons,219863.951,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1337,EGY,Egypt,Total Population - Both sexes,2094,1000 persons,220667.661,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1338,EGY,Egypt,Total Population - Both sexes,2095,1000 persons,221436.72,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1339,EGY,Egypt,Total Population - Both sexes,2096,1000 persons,222170.509,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1340,EGY,Egypt,Total Population - Both sexes,2097,1000 persons,222868.254,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1341,EGY,Egypt,Total Population - Both sexes,2098,1000 persons,223529.002,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1342,EGY,Egypt,Total Population - Both sexes,2099,1000 persons,224151.724,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1343,EGY,Egypt,Total Population - Both sexes,2100,1000 persons,224735.18,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1344,GNQ,Equatorial Guinea,Total Population - Both sexes,2017,1000 persons,1262.002,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1345,GNQ,Equatorial Guinea,Total Population - Both sexes,2018,1000 persons,1308.975,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1346,GNQ,Equatorial Guinea,Total Population - Both sexes,2019,1000 persons,1355.986,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1347,GNQ,Equatorial Guinea,Total Population - Both sexes,2020,1000 persons,1402.985,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1348,GNQ,Equatorial Guinea,Total Population - Both sexes,2021,1000 persons,1449.896,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1349,GNQ,Equatorial Guinea,Total Population - Both sexes,2022,1000 persons,1496.662,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1350,GNQ,Equatorial Guinea,Total Population - Both sexes,2023,1000 persons,1543.391,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1351,GNQ,Equatorial Guinea,Total Population - Both sexes,2024,1000 persons,1590.208,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1352,GNQ,Equatorial Guinea,Total Population - Both sexes,2025,1000 persons,1637.212,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1353,GNQ,Equatorial Guinea,Total Population - Both sexes,2026,1000 persons,1684.452,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1354,GNQ,Equatorial Guinea,Total Population - Both sexes,2027,1000 persons,1731.865,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1355,GNQ,Equatorial Guinea,Total Population - Both sexes,2028,1000 persons,1779.313,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1356,GNQ,Equatorial Guinea,Total Population - Both sexes,2029,1000 persons,1826.578,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1357,GNQ,Equatorial Guinea,Total Population - Both sexes,2030,1000 persons,1873.549,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1358,GNQ,Equatorial Guinea,Total Population - Both sexes,2031,1000 persons,1920.14,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1359,GNQ,Equatorial Guinea,Total Population - Both sexes,2032,1000 persons,1966.437,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1360,GNQ,Equatorial Guinea,Total Population - Both sexes,2033,1000 persons,2012.65,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1361,GNQ,Equatorial Guinea,Total Population - Both sexes,2034,1000 persons,2059.088,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1362,GNQ,Equatorial Guinea,Total Population - Both sexes,2035,1000 persons,2105.966,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1363,GNQ,Equatorial Guinea,Total Population - Both sexes,2036,1000 persons,2153.343,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1364,GNQ,Equatorial Guinea,Total Population - Both sexes,2037,1000 persons,2201.145,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1365,GNQ,Equatorial Guinea,Total Population - Both sexes,2038,1000 persons,2249.246,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1366,GNQ,Equatorial Guinea,Total Population - Both sexes,2039,1000 persons,2297.463,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1367,GNQ,Equatorial Guinea,Total Population - Both sexes,2040,1000 persons,2345.656,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1368,GNQ,Equatorial Guinea,Total Population - Both sexes,2041,1000 persons,2393.778,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1369,GNQ,Equatorial Guinea,Total Population - Both sexes,2042,1000 persons,2441.859,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1370,GNQ,Equatorial Guinea,Total Population - Both sexes,2043,1000 persons,2489.852,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1371,GNQ,Equatorial Guinea,Total Population - Both sexes,2044,1000 persons,2537.705,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1372,GNQ,Equatorial Guinea,Total Population - Both sexes,2045,1000 persons,2585.388,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1373,GNQ,Equatorial Guinea,Total Population - Both sexes,2046,1000 persons,2632.864,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1374,GNQ,Equatorial Guinea,Total Population - Both sexes,2047,1000 persons,2680.118,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1375,GNQ,Equatorial Guinea,Total Population - Both sexes,2048,1000 persons,2727.181,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1376,GNQ,Equatorial Guinea,Total Population - Both sexes,2049,1000 persons,2774.105,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1377,GNQ,Equatorial Guinea,Total Population - Both sexes,2050,1000 persons,2820.925,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1378,GNQ,Equatorial Guinea,Total Population - Both sexes,2051,1000 persons,2867.639,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1379,GNQ,Equatorial Guinea,Total Population - Both sexes,2052,1000 persons,2914.205,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1380,GNQ,Equatorial Guinea,Total Population - Both sexes,2053,1000 persons,2960.594,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1381,GNQ,Equatorial Guinea,Total Population - Both sexes,2054,1000 persons,3006.736,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
1382,GNQ,Equatorial Guinea,Total Population - Both sexes,2055,1000 persons,3052.593,Safely managed drinking water sources,0,30,"World Health Organization (WHO) and United Nations Children's Fund (UNICEF), Geneva and New York, the WHO/UNICEF Joint Monitoring Programme for the Water and Sanitation database, last accessed May 2019."
